,SK_ID_CURR,TARGET,CNT_CHILDREN,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_EMP_PHONE,FLAG_WORK_PHONE,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,DEF_30_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_3,FLAG_DOCUMENT_12,AMT_REQ_CREDIT_BUREAU_YEAR,NAME_CONTRACT_TYPE_Cash loans,NAME_INCOME_TYPE_Maternity leave,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Secondary / secondary special,NAME_FAMILY_STATUS_Civil marriage,NAME_FAMILY_STATUS_Single / not married,NAME_FAMILY_STATUS_Unknown,NAME_HOUSING_TYPE_With parents,OCCUPATION_TYPE_Drivers,OCCUPATION_TYPE_Laborers,OCCUPATION_TYPE_Low-skill Laborers,ORGANIZATION_TYPE_Business Entity Type 3,ORGANIZATION_TYPE_Self-employed,ANNUITY_INCOME_PERC,PAYMENT_RATE,BURO_DAYS_CREDIT_MIN,BURO_DAYS_CREDIT_MAX,BURO_DAYS_CREDIT_MEAN,BURO_DAYS_CREDIT_ENDDATE_MIN,BURO_DAYS_CREDIT_ENDDATE_MAX,BURO_DAYS_CREDIT_ENDDATE_MEAN,BURO_DAYS_CREDIT_UPDATE_MEAN,BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,BURO_CREDIT_ACTIVE_Active_MEAN,BURO_CREDIT_ACTIVE_Bad debt_MEAN,BURO_CREDIT_ACTIVE_nan_MEAN,BURO_CREDIT_CURRENCY_currency 4_MEAN,BURO_CREDIT_CURRENCY_nan_MEAN,BURO_CREDIT_TYPE_Credit card_MEAN,BURO_CREDIT_TYPE_Interbank credit_MEAN,BURO_CREDIT_TYPE_Loan for purchase of shares (margin lending)_MEAN,BURO_CREDIT_TYPE_Microloan_MEAN,BURO_CREDIT_TYPE_Mobile operator loan_MEAN,BURO_CREDIT_TYPE_nan_MEAN,ACTIVE_DAYS_CREDIT_MIN,ACTIVE_DAYS_CREDIT_MAX,ACTIVE_DAYS_CREDIT_MEAN,ACTIVE_DAYS_CREDIT_UPDATE_MEAN,ACTIVE_AMT_CREDIT_SUM_OVERDUE_MEAN,CLOSED_DAYS_CREDIT_MIN,CLOSED_DAYS_CREDIT_MAX,CLOSED_DAYS_CREDIT_MEAN,CLOSED_DAYS_CREDIT_ENDDATE_MIN,CLOSED_DAYS_CREDIT_UPDATE_MEAN,CLOSED_AMT_CREDIT_SUM_OVERDUE_MEAN,PREV_DAYS_DECISION_MIN,PREV_DAYS_DECISION_MEAN,PREV_CNT_PAYMENT_MEAN,PREV_CNT_PAYMENT_SUM,PREV_NAME_CONTRACT_TYPE_Revolving loans_MEAN,PREV_NAME_CONTRACT_TYPE_nan_MEAN,PREV_WEEKDAY_APPR_PROCESS_START_nan_MEAN,PREV_FLAG_LAST_APPL_PER_CONTRACT_nan_MEAN,PREV_NAME_CASH_LOAN_PURPOSE_Other_MEAN,PREV_NAME_CASH_LOAN_PURPOSE_Repairs_MEAN,PREV_NAME_CASH_LOAN_PURPOSE_Urgent needs_MEAN,PREV_NAME_CASH_LOAN_PURPOSE_nan_MEAN,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,PREV_NAME_CONTRACT_STATUS_nan_MEAN,PREV_NAME_PAYMENT_TYPE_XNA_MEAN,PREV_NAME_PAYMENT_TYPE_nan_MEAN,PREV_CODE_REJECT_REASON_HC_MEAN,PREV_CODE_REJECT_REASON_LIMIT_MEAN,PREV_CODE_REJECT_REASON_SCO_MEAN,PREV_CODE_REJECT_REASON_SCOFR_MEAN,PREV_CODE_REJECT_REASON_nan_MEAN,PREV_NAME_TYPE_SUITE_nan_MEAN,PREV_NAME_CLIENT_TYPE_New_MEAN,PREV_NAME_CLIENT_TYPE_nan_MEAN,PREV_NAME_GOODS_CATEGORY_Animals_MEAN,PREV_NAME_GOODS_CATEGORY_House Construction_MEAN,PREV_NAME_GOODS_CATEGORY_XNA_MEAN,PREV_NAME_GOODS_CATEGORY_nan_MEAN,PREV_NAME_PORTFOLIO_Cards_MEAN,PREV_NAME_PORTFOLIO_XNA_MEAN,PREV_NAME_PORTFOLIO_nan_MEAN,PREV_NAME_PRODUCT_TYPE_walk-in_MEAN,PREV_NAME_PRODUCT_TYPE_nan_MEAN,PREV_CHANNEL_TYPE_AP+ (Cash loan)_MEAN,PREV_CHANNEL_TYPE_nan_MEAN,PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,PREV_NAME_SELLER_INDUSTRY_XNA_MEAN,PREV_NAME_SELLER_INDUSTRY_nan_MEAN,PREV_NAME_YIELD_GROUP_XNA_MEAN,PREV_NAME_YIELD_GROUP_high_MEAN,PREV_NAME_YIELD_GROUP_nan_MEAN,PREV_PRODUCT_COMBINATION_Card Street_MEAN,PREV_PRODUCT_COMBINATION_Cash_MEAN,PREV_PRODUCT_COMBINATION_Cash Street: high_MEAN,PREV_PRODUCT_COMBINATION_Cash X-Sell: high_MEAN,APPROVED_DAYS_DECISION_MIN,APPROVED_DAYS_DECISION_MEAN,POS_MONTHS_BALANCE_MEAN,POS_SK_DPD_MAX,POS_SK_DPD_MEAN,POS_NAME_CONTRACT_STATUS_XNA_MEAN,POS_NAME_CONTRACT_STATUS_nan_MEAN,INSTAL_DPD_MEAN,INSTAL_PAYMENT_PERC_MAX,INSTAL_PAYMENT_DIFF_MAX,INSTAL_PAYMENT_DIFF_MEAN,INSTAL_PAYMENT_DIFF_SUM,INSTAL_DAYS_ENTRY_PAYMENT_MEAN,INSTAL_DAYS_ENTRY_PAYMENT_SUM
11432,113307,0.0,0,-19997,-1901.0,-4993.0,-3456,1,0,1,1,0,0,0,0.0,0.0,-540.0,1,0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.107975,0.0672804311929463,-2598.0,-331.0,-1116.0,-2375.0,10628.0,2052.5,-793.0,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,-331.0,-331.0,-331.0,-5.0,0.0,-2598.0,-543.0,-1377.6666666666667,-2375.0,-1055.6666666666667,0.0,-540.0,-540.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-540.0,-540.0,-10.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,12347.325,958.6475,17255.655,-264.77777777777777,-4766.0
42784,149534,0.0,0,-16850,,-7147.0,-374,0,0,2,2,0,0,0,0.0,0.0,-246.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1527777777777778,0.05,-2758.0,-164.0,-1590.3333333333333,-931.0,293.0,-220.3333333333333,-230.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1849.0,-164.0,-1006.5,-56.5,0.0,-2758.0,-2758.0,-2758.0,-931.0,-577.0,0.0,-246.0,-246.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-246.0,-246.0,-4.5,1.0,0.125,0.0,0.0,0.7777777777777778,1.0,3691.35,723.55,6511.95,-101.66666666666669,-915.0
28658,133305,0.0,1,-10071,-346.0,-4207.0,-2271,1,0,2,2,0,0,0,0.0,0.0,-305.0,1,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,0.12384,0.0293743714301979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-305.0,-305.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-305.0,-305.0,-92.33333333333331,0.0,0.0,0.0,0.0,1.119047619047619,1.0,5530.455,395.0357142857143,16591.5,-1280.2142857142858,-53769.0
36195,141914,0.0,1,-10774,-259.0,-2673.0,-3452,1,0,2,2,0,0,0,0.0,0.0,-1287.0,0,0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.191,0.0354294194027082,-2231.0,-159.0,-1484.5,-1869.0,115.0,-642.5,-1095.75,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,-159.0,-159.0,-159.0,-29.0,0.0,-2231.0,-1495.0,-1926.3333333333333,-1869.0,-1451.3333333333333,0.0,-1287.0,-710.1666666666666,16.4,82.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.5,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.3333333333333333,0.1666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.1666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,-1287.0,-803.0,-25.944444444444443,0.0,0.0,0.0,0.0,0.0461538461538461,14.199725116356998,0.0,-13162.558153846154,-855566.28,-469.4461538461538,-30514.0
39288,145501,1.0,0,-18480,-2869.0,-10023.0,-2015,1,0,2,2,0,0,0,0.0,0.0,-937.0,1,0,2.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0.1518,0.051450650759219,-2695.0,-812.0,-1717.8666666666666,-2493.0,27296.0,463.0,-1171.2666666666669,0.0,0.1333333333333333,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,-2269.0,-812.0,-1540.5,-966.5,0.0,-2695.0,-897.0,-1745.1538461538462,-2493.0,-1202.7692307692307,0.0,-2665.0,-672.9411764705883,13.375,107.0,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2352941176470588,0.0,0.5882352941176471,0.0,0.1764705882352941,0.0,0.0588235294117647,0.0,0.0,0.5882352941176471,0.0588235294117647,0.0,0.0,0.0,0.7647058823529411,0.0,0.0588235294117647,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.7647058823529411,0.0,0.5882352941176471,0.0588235294117647,0.0,0.0588235294117647,0.4705882352941176,0.0,0.0588235294117647,-2665.0,-1035.5,-12.7,0.0,0.0,0.0,0.0,0.4918032786885246,1.0,11612.565,218.7287704918033,26684.91,-1090.688524590164,-133064.0
10293,111980,0.0,0,-17441,-159.0,-984.0,-995,1,0,2,2,0,0,0,1.0,0.0,-849.0,0,0,3.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.1785714285714285,0.05,-1039.0,-1039.0,-1039.0,-911.0,-911.0,-911.0,-905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,-1039.0,-1039.0,-1039.0,-911.0,-905.0,0.0,-849.0,-343.44444444444446,21.6,108.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.4444444444444444,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.5555555555555556,0.1111111111111111,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.8888888888888888,0.0,0.4444444444444444,0.0,0.0,0.1111111111111111,0.3333333333333333,0.0,0.0,-849.0,-546.6666666666666,-12.947368421052632,0.0,0.0,0.0,0.0,0.027027027027027,1.0,0.0,0.0,0.0,-358.3243243243243,-13258.0
18403,121466,0.0,0,-15302,-596.0,-847.0,-5019,1,1,1,1,0,0,0,0.0,0.0,-501.0,1,0,9.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0.134,0.03304932735426,-2838.0,-1152.0,-1769.0,-2107.0,675.0,-907.3333333333334,-1066.4444444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,,,,,,-2838.0,-1152.0,-1769.0,-2107.0,-1066.4444444444443,0.0,-805.0,-340.1111111111111,32.0,96.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.1111111111111111,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.2222222222222222,0.0,0.0,0.0,0.2222222222222222,0.7777777777777778,0.0,0.6666666666666666,0.1111111111111111,0.0,0.2222222222222222,0.4444444444444444,0.1111111111111111,0.0,-805.0,-546.0,-15.125,0.0,0.0,0.0,0.0,0.2142857142857142,1.0,0.0,0.0,0.0,-426.2142857142857,-5967.0
15498,118090,0.0,0,-14008,-140.0,-2724.0,-2629,1,0,2,2,1,1,0,0.0,0.0,-2556.0,1,0,4.0,1,0,1,1,0,0,0,0,0,1,0,0,0,0.0410166666666666,0.04922,-912.0,-912.0,-912.0,-749.0,-749.0,-749.0,-749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,-912.0,-912.0,-912.0,-749.0,-749.0,0.0,-1426.0,-628.8,18.0,72.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.6,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.6,0.0,0.4,0.4,0.0,0.0,0.2,0.2,0.0,-1426.0,-859.0,-33.89473684210526,0.0,0.0,0.0,0.0,0.2352941176470588,1.0,11200.14,683.3964705882353,11617.74,-1079.0,-18343.0
38040,144054,0.0,1,-15142,-2850.0,-7811.0,-1370,1,0,3,3,0,0,0,0.0,0.0,-402.0,1,0,2.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.2746,0.0482346741612506,-2438.0,-190.0,-950.2857142857144,-2254.0,1249.0,-314.1428571428572,-509.4285714285714,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,-577.0,-190.0,-414.25,-31.5,0.0,-2438.0,-918.0,-1665.0,-2254.0,-1146.6666666666667,0.0,-2129.0,-947.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,-2129.0,-1492.0,-54.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1677.5454545454545,-18453.0
23918,127822,1.0,2,-13133,-3354.0,-2636.0,-4424,1,1,3,3,0,1,1,0.0,0.0,0.0,1,0,0.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.5325,0.0426006816109057,-1684.0,-470.0,-1058.8,-1317.0,-284.0,-789.6,-800.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,-1684.0,-470.0,-1058.8,-1317.0,-800.8,0.0,-2620.0,-1450.5,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,-2620.0,-1450.5,-64.06896551724138,0.0,0.0,0.0,0.0,0.1153846153846153,1.0,1898.865,74.49230769230769,1936.8,-2042.1538461538464,-53096.0
27430,131879,0.0,2,-11270,-1282.0,-133.0,-2339,1,0,2,2,0,0,0,0.0,0.0,-1240.0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.2568666666666667,0.027567374195087,-153.0,-37.0,-95.0,1680.0,31074.0,16377.0,-29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,-153.0,-37.0,-95.0,-29.0,0.0,,,,,,,-1240.0,-1035.5,11.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,-1240.0,-1035.5,-31.5,0.0,0.0,0.0,0.0,0.8260869565217391,1.0,5720.49,1401.5426086956522,32235.48,-965.695652173913,-22211.0
17295,120171,0.0,1,-9517,-1223.0,-4095.0,-1548,1,0,2,2,0,0,0,1.0,1.0,-727.0,1,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.2101851851851852,0.0468543593130779,-585.0,-222.0,-421.0,512.0,1604.0,1162.0,-44.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,-585.0,-222.0,-421.0,-44.0,0.0,,,,,,,-727.0,-727.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-727.0,-727.0,-21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-623.6666666666666,-3742.0
15341,117907,0.0,0,-15318,-1979.0,-4328.0,-4146,1,0,2,2,0,0,0,0.0,0.0,-2058.0,1,0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.3262,0.04893,-2052.0,-189.0,-952.75,-1755.0,1272.0,-489.3333333333333,-486.75,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,-189.0,-189.0,-189.0,-106.5,0.0,-2052.0,-1381.0,-1716.5,-1755.0,-867.0,0.0,-2424.0,-1558.6666666666667,9.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,-2424.0,-2424.0,-75.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2282.4444444444443,-20542.0
1700,101989,0.0,0,-19698,,-7704.0,-3238,0,0,2,2,0,0,0,0.0,0.0,-2.0,0,0,4.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0.1425333333333333,0.0647878787878787,-285.0,-285.0,-285.0,,,,-11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-285.0,-285.0,-285.0,-11.0,0.0,,,,,,,-2737.0,-1009.25,9.333333333333334,28.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.75,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.25,0.0,0.25,0.25,0.0,0.0,-2737.0,-1212.3333333333333,-39.064516129032256,5.0,0.2580645161290322,0.0,0.0,1.12,1.0,8778.824999999999,560.9708999999999,28048.544999999995,-498.3,-24915.0
8941,110404,0.0,0,-22229,,-7851.0,-4571,0,0,2,2,0,0,0,0.0,0.0,-2134.0,0,0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.1950285714285714,0.0293621707186978,-99.0,-32.0,-65.5,266.0,31089.0,15677.5,-16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,-99.0,-32.0,-65.5,-16.0,0.0,,,,,,,-2134.0,-1427.6666666666667,20.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,-2134.0,-1427.6666666666667,-34.3448275862069,0.0,0.0,0.0,0.0,0.0178571428571428,1.0,0.0,0.0,0.0,-1028.5357142857142,-57598.0
41561,148123,0.0,1,-11936,-2656.0,-1017.0,-4024,1,0,2,2,0,0,0,0.0,0.0,-2000.0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.272875,0.0727666666666666,-1227.0,-487.0,-980.3333333333334,243.0,30946.0,15594.5,-8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,-1227.0,-487.0,-980.3333333333334,-8.0,0.0,,,,,,,-2000.0,-2000.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2000.0,-2000.0,-61.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1859.111111111111,-16732.0
17596,120518,0.0,0,-25023,,-6718.0,-4245,0,0,2,2,0,0,0,0.0,0.0,-266.0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0.1896,0.0711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2831.0,-1233.6,8.75,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.0,-2831.0,-1934.0,-60.29166666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1603.842105263158,-30473.0
39666,145926,0.0,1,-14477,-1318.0,-1219.0,-2423,1,0,2,2,0,0,0,0.0,0.0,-3203.0,1,0,2.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.0823333333333333,0.0562727825030376,-518.0,-138.0,-332.6666666666667,-157.0,166.0,13.0,-68.33333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-518.0,-138.0,-328.0,-24.0,0.0,-342.0,-342.0,-342.0,-157.0,-157.0,0.0,-1279.0,-900.5,15.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1279.0,-900.5,-35.38235294117647,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-907.5172413793103,-26318.0
9991,111624,0.0,2,-12272,-2319.0,-4261.0,-4705,1,0,2,2,0,0,0,0.0,0.0,-1838.0,0,0,3.0,1,0,1,1,0,0,0,0,1,0,0,0,0,0.0945714285714285,0.0793536632144227,-572.0,-117.0,-322.0,-87.0,30948.0,8360.25,-35.25,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,-572.0,-117.0,-322.0,-35.25,0.0,,,,,,,-2770.0,-1003.4,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.4,0.6,0.0,0.0,0.4,0.0,0.2,-2770.0,-1581.3333333333333,-66.55,7.0,0.35,0.0,0.0,2.05,1.0,8958.42,904.986,18099.72,-1967.2,-39344.0
43329,150159,0.0,1,-12757,-2576.0,-6493.0,-4429,1,0,1,1,0,1,1,0.0,0.0,-1395.0,0,0,3.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.07204,0.0751669449081803,-2375.0,-250.0,-1101.2222222222222,-274.0,30905.0,4878.125,-323.55555555555554,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,-508.0,-250.0,-332.5,-19.0,0.0,-2375.0,-879.0,-1716.2,-274.0,-567.2,0.0,-2144.0,-1272.0,25.25,202.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.4444444444444444,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.5555555555555556,0.1111111111111111,0.0,0.0,0.0,0.7777777777777778,0.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.2222222222222222,0.7777777777777778,0.0,0.2222222222222222,0.4444444444444444,0.0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,-2144.0,-1397.25,-40.41666666666666,0.0,0.0,0.0,0.0,0.0153846153846153,1.0,0.0,0.0,0.0,-962.8384615384616,-125169.0
26162,130427,0.0,0,-22981,,-7045.0,-4536,0,0,2,2,0,0,0,2.0,0.0,-3200.0,1,0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.18516,0.0423685764103409,-1158.0,-1089.0,-1134.6666666666667,-1004.0,-262.0,-746.3333333333334,-665.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,,,,,,-1158.0,-1089.0,-1134.6666666666667,-1004.0,-665.3333333333334,0.0,-2915.0,-1142.0,16.0,48.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,-2915.0,-1142.0,-5.470588235294118,0.0,0.0,0.0,0.0,1.282258064516129,1.0,8735.715,173.28592741935486,21487.455,-1507.6935483870968,-186954.0
